region,name,address,city,state,zip,country,phone,website,latitude,longitude,Status,CenterType
Region 7,Sri Sathya Sai Center of Concord,NA,Concord,CA,94518,US,1234567890,http://www.region7saicenters.org/,37.946121,-122.021234,Inactive,Center
Region 7,Sri Sathya Sai Center of Elk Grove,9153 Lucchesi Dr,Sacramento,CA,95829,US,1234567890,http://www.region7saicenters.org/,38.456562,-121.359731,Active,Center
Region 7,Sri Sathya Sai Center of Fremont,Young Explorers School - 39454 Fremont Blvd,Fremont,CA,94538,US,1234567890,http://www.fremontsaicenter.org/,37.564055,-121.985494,Active,Center
Region 7,Sri Sathya Sai Center of Fresno,9647 N. Willey Court,Fresno,CA,93720,US,1234567890,http://www.region7saicenters.org/,36.876477,-119.743645,Active,Center
Region 7,Sri Sathya Sai Center of Oakland,1757 Clemens Road,Oakland,CA,94602,US,1234567890,http://www.region7saicenters.org/,37.810363,-122.212626,Active,Center
Region 7,Sri Sathya Sai Center of Peninsula,40 Twin Pines Lane,Belmont,CA,94002,US,1234567890,http://www.region7saicenters.org/,37.52,-122.28,Active,Center
Region 7,Sri Sathya Sai Group of Sacramento,4206 Borderlands Drive,Rancho Cordova,CA,95742,US,1234567890,http://www.region7saicenters.org/,38.591322,-121.27025,Active,Group
Region 7,Sri Sathya Sai Group of San Bruno,111 Elmwood Court,San Bruno,CA,94066,US,1234567890,http://www.region7saicenters.org/,37.632775,-122.44972,Active,Group
Region 7,Sri Sathya Sai Center of San Francisco,573 South Van Ness,San Francisco,CA,94110,US,1234567890,http://www.region7saicenters.org/,37.763975,-122.417283,Active,Center
Region 7,Sri Sathya Sai Center of San Jose,6506 Springpath Lane,San Jose,CA,95120,US,1234567890,http://www.region7saicenters.org/,37.220934,-121.882521,Active,Center
Region 7,Sri Sathya Sai Center of Santa Rosa,1080 Jennings Ave 217,Santa Rosa,CA,95491,US,1234567890,http://www.region7saicenters.org/,38.45249,-122.732122,Active,Center
Region 7,Sri Sathya Sai Center of Stockton,4809 Bridgewater Circle,Stockton,CA,95219,US,1234567890,http://www.region7saicenters.org/,37.979977,-121.365353,Active,Center
Region 7,Sri Sathya Sai Center of Tri Valley,3749  Norris Canyon Rd,San Ramon,CA,94583,US,1234567890,http://www.region7saicenters.org/,37.713365,-121.732593,Active,Center
Region 7,Sri Sathya Sai Group of Marin County,Center Rotates,Marin County,CA,94942,US,1234567890,http://www.region7saicenters.org/,44.386473,-64.362414,Active,Group
Region 7,Sri Sathya Sai Group of Monterey Peninsula,25881 Rancho Alto,Carmel,CA,93923,US,1234567890,http://www.region7saicenters.org/,36.525182,-121.80855,Active,Group
Region 7,Sri Sathya Sai Group of Santa Cruz,920 41st Ave,Santa Cruz,CA,95062,US,1234567890,http://www.region7saicenters.org/,36.965435,-121.964615,Active,Group
Region 7,Sri Sathya Sai Group of Reno,4020 Odile Ct,Reno,NV,89511,US,1234567890,http://www.region7saicenters.org/,39.438765,-119.808665,Active,Group
Region 7,Sri Sathya Sai Center of Tracy/ Mountain House,Sri Sathya Sai Baba abode of Supreme Peace- 244 West Grant Line Road,Tracy,CA,95376,US,1234567890,http://www.region7saicenters.org/,0,0,Active,Center
Region 7,Sri Sathya Sai Group of Evergreen,3297 Chateau du Lac,San Jose,CA,95148,US,1234567890,http://www.region7saicenters.org/,0,0,Active,Group
Region 7,Sri Sathya Sai Group of West San Jose,4509 Margaret Adele Lane, Tracy,CA,95377,US,1234567890,http://www.region7saicenters.org/,0,0,Active,Group
Region 8,Sri Sathya Sai Center of Arcadia,1220 Oaklawn,Arcadia,CA,91711,US,1234567890,http://region8saicenters.org/,34.152689,-118.047311,Active,Center
Region 8,Sri Sathya Sai Group of Atascadero,7007 Del Rio Rd,Atascadero,CA,93422,US,1234567890,http://region8saicenters.org/,35.511911,-120.70589,Active,Group
Region 8,Sri Sathya Sai Center of Camarillo,384 Twilight Court,Camarillo,CA,93012,US,1234567890,https://region8saicenters.org/centers/camarillo-center/,34.209326,-119.026467,Active,Center
Region 8,Sri Sathya Sai Center of Chatsworth,9345 Ventura Way,Chatsworth,CA,91311,US,1234567890,http://region8saicenters.org/,34.240021,-118.63761,Active,Center
Region 8,Sri Sathya Sai Center of Glendale,1118 E. Colorado St,Glendale,CA,91205,US,1234567890,https://region8saicenters.org/centers/glendale/,34.142236,-118.240928,Active,Center
Region 8,Sri Sathya Sai Center of Hollywood,7501 Hollywood Blvd,Hollywood,CA,90046,US,1234567890,https://region8saicenters.org/centers/hollywood-center/,34.1016322,-118.3501683,Active,Center
Region 8,Sri Sathya Sai Center of Karuna,2165 Coachman Lane,Corona,CA,92881,US,1234567890,https://region8saicenters.org/centers/karuna-center/,33.851945,-117.546764,Active,Center
Region 8,Sri Sathya Sai Center of Lomita,1943 262nd Street,Lomita,CA,90717,US,1234567890,http://region8saicenters.org/,33.78543,-118.31422,Active,Center
Region 8,Sri Sathya Sai Center of Los Angeles,2961 Motor Ave,Los Angeles,CA,90064,US,1234567890,http://region8saicenters.org/,34.037934,-118.408255,Active,Center
Region 8,Sri Sathya Sai Center of Mission Viejo,26801 Saddleback Drive,Mission Viejo,CA,92691,US,1234567890,http://region8saicenters.org/,33.603252,-117.662896,Active,Center
Region 8,Sri Sathya Sai Center of North East San Diego,Contact Ravi Rajaraman at raviram.karthik@gmail.com,San Diego,CA,92129,US,1234567890,https://region8saicenters.org/centers/north-san-diego-center/,32.940349,-117.148465,Inactive,Center
Region 8,Sri Sathya Sai Center of North San Diego,3401 Corte Brezo,Carlsbad,CA,92009,US,1234567890,https://region8saicenters.org/centers/north-san-diego-center/,33.084352,-117.231307,Active,Center
Region 8,Sri Sathya Sai Center of Ojai,1458 S. La Luna Ave,Ojai,CA,93023,US,1234567890,https://region8saicenters.org/centers/ojai-center/,34.430945,-119.288889,Active,Center
Region 8,Sri Sathya Sai Center of San Diego-Point Loma,767 Amiford Drive,Point Loma- San Diego,CA,92107,US,1234567890,http://region8saicenters.org/,32.720439,-117.252921,Active,Center
Region 8,Sri Sathya Sai Center of Santa Barbara,227 E Arrellaga St,Santa Barbara,CA,93101,US,1234567890,http://www.region8saicenters.org,34.430119,-119.707084,Active,Center
Region 8,Sri Sathya Sai Center of Santa Maria,916 Flackstone Street,Orcutt,CA,93455,US,1234567890,http://region8saicenters.org/,34.869833,-120.44731,Active,Center
Region 8,Sri Sathya Sai Center of Simi Valley,1659 Capewood Lane,Simi Valley,CA,93065,US,1234567890,https://region8saicenters.org/centers/simi-valley-center/,34.268203,-118.792234,Active,Center
Region 8,Sri Sathya Sai Center of South Bay Torrance,3886 West 230th street,Torrance,CA,90505,US,1234567890,https://region8saicenters.org/centers/torrance-south-bay-center/,33.818368,-118.353893,Active,Center
Region 8,Sri Sathya Sai Center of Thousand Oaks,59 Verde Vista Dr,Thousand Oaks,CA,91360,US,1234567890,http://region8saicenters.org/,34.22994,-118.87376,Active,Center
Region 8,Sri Sathya Sai Center of Torrance,21128 Doble Ave,Torrance,CA,90502,US,1234567890,http://region8saicenters.org/,33.837311,-118.290552,Active,Center
Region 8,Sri Sathya Sai Center of Tustin,625 French St,Santa Ana,CA,92701,US,1234567890,https://region8saicenters.org/centers/tustin-center/,33.750655,-117.864247,Inactive,Center
Region 8,Sri Sathya Sai Center of Upland,1916 Glenwood way,Upland,CA,91784,US,1234567890,http://region8saicenters.org/,34.13302,-117.677241,Active,Center
Region 8,Sri Sathya Sai Group of Hemet,41459 Shadow Palm Way,Hemet,CA,92544,US,1234567890,http://region8saicenters.org/,33.726431,-116.937568,Active,Group
Region 8,Sri Sathya Sai Group of San Marcos,2157 Coast Avenue,San Marcos,CA,92078,US,1234567890,http://region8saicenters.org/,33.122023,-117.223678,Active,Group
Region 8,Sri Sathya Sai Group of Maui,138 Kinohi Loa Loop,Wailuku,HI,96793,US,1234567890,https://region8saicenters.org/,20.871292,-156.506771,Active,Group
Region 8,Sri Sathya Sai Center of Oahu,1006 Lana'ai Street,Oahu,HI,96734,US,1234567890,http://region8saicenters.org/,19.492818,-155.11044,Inactive,Center
Region 8,Sri Sathya Sai Group of Puna,13-1267 Malama,Pahoa,HI,96778,US,1234567890,http://region8saicenters.org/,19.456638,-154.93432,Active,Group
Region 8,Sri Sathya Sai Group of Kona,77-267 Ho'omohala Rd,Kona,HI,96740,US,1234567890,http://region8saicenters.org/,19.595048,-155.961333,Inactive,Group
Region 8,Sri Sathya Sai Center of Las Vegas,3012 Gilmary Avenue,Las Vegas,NV,89102,US,1234567890,https://region8saicenters.org/centers/las-vegas-center/,36.152694,-115.182964,Active,Center
Region 8,Sathya Sai Group of Lakewood,5310 Josie Ave,Lakewood,CA,90713,US,1234567890,http://region8saicenters.org/,0,0,Active,Group
Region 9,Sri Sathya Sai Center of Mesa,630 W Southern Ave,Mesa,AZ,85210,US,1234567890,http://region9saicenters.org/,33.393575,-111.845261,Inactive,Center
Region 9,Sri Sathya Sai Center of Phoenix,5533 E Bell Road Suite 119,Scottsdale,AZ,85254,US,1234567890,http://region9saicenters.org/,33.640131,-111.96223,Inactive,Center
Region 9,Sri Sathya Sai Center of Scottsdale,12850 North Scottsdale Road,Scottsdale,AZ,85254,US,1234567890,http://region9saicenters.org/,33.603671,-111.926306,Inactive,Center
Region 9,Sri Sathya Sai Center of Tucson,931 N. Fifth Avenue,Tucson,AZ,85719,US,1234567890,http://region9saicenters.org/,32.23374,-110.967475,Inactive,Center
Region 9,Sri Sathya Sai Group of Greater Phoenix,33608 North 23rd Drive/Virtual for now,Phoenix,AZ,85085,US,1234567890,Construction,0,0,Active,Group
Region 9,Sri Sathya Sai Group of Prescott,Virtual,Prescott,AZ,86304,US,1234567890,Construction,0,0,Active,Group
Region 9,Sathya Sai Center of South East Denver,Virtual,Southeast Denver,CO,80222,US,1234567890,Construction,39.668113,-104.929896,Active,Center
Region 9,Sri Sathya Sai Center of Boulder,Virtual,Boulder,CO,80301,US,1234567890,Construction,40.02,-105.26,Active,Center
Region 9,Sri Sathya Sai Group of Colorado Springs,Temp closed,Colorado Springs,CO,80921,US,1234567890,Construction,38.8027923,-104.7008493,Active,Group
Region 9,Sri Sathya Sai Group of Denver,Virtual,Denver,CO,80222,US,1234567890,Construction,39.683481,-104.938383,Active,Group
Region 9,Sri Sathya Sai Group of Albuquerque,Virtual,Albuquerque,NM,87110,US,1234567890,Construction,35.099603,-106.591141,Active,Group
Region 9,Sri Sathya Sai Group of Santa Fe,Virtual,Santa Fe,NM,87507,US,5056600283,Construction,35.62279,-106.06194,Active,Group
Region 9,Sri Sathya Sai Group of Salt Lake City,Virtual,Salt Lake City,UT,84108,US,1234567890,Construction,40.738256,-111.828376,Active,Group
